모델명,제조(수입사),차종,유형,복합_연비,1회충전주행거리,도심_연비,고속도로_연비,등급
GV70 3.5T-GDI AWD 19인치(빌트인캠),현대자동차㈜,승용차,다목적형,8.5,,7.4,10.2,5등급
GV70 3.5T-GDI AWD 19인치,현대자동차㈜,승용차,다목적형,8.6,,7.5,10.3,5등급
GV70 2.5T-GDI AWD 21인치,현대자동차㈜,승용차,다목적형,9.2,,8.2,10.7,5등급
GV70 3.5T-GDI AWD 21인치,현대자동차㈜,승용차,다목적형,8.3,,7.3,9.9,5등급
GV70 2.5T-GDI AWD 21인치 (스포츠패키지),현대자동차㈜,승용차,다목적형,9.2,,8.2,10.7,5등급
GV70 3.5T-GDI AWD 21인치[썸머](스포츠패키지),현대자동차㈜,승용차,다목적형,8.2,,7.2,9.7,5등급
GV70 3.5T-GDI AWD 21인치 (스포츠패키지),현대자동차㈜,승용차,다목적형,8.3,,7.3,9.9,5등급
카니발 3.5GDI 하이리무진 7인승 19인치,기아 주식회사,승용차,기타형,8.4,,7.4,10,5등급
카니발 3.5GDI 하이리무진 4인승 (19인치/20인치),기아 주식회사,승용차,기타형,8.4,,7.4,10,5등급
파워프라자 봉고3ev PEACE 더블캡,(주)파워프라자,화물차,화물,2,85,2,2.1,5등급
Mercedes-AMG S63 4MATIC Coupe,메르세데스-벤츠코리아(주),승용차,일반형,7.3,,6.5,8.7,5등급
카니발 3.5GDI 하이리무진 9인승 19인치,기아 주식회사,승용차,기타형,8.7,,7.6,10.5,5등급
Mercedes-Benz E 450 4MATIC Coupe,메르세데스-벤츠코리아(주),승용차,일반형,9.1,,8,11.2,5등급
Mercedes-Benz E450 4MATIC Cabriolet ,메르세데스-벤츠코리아(주),승용차,일반형,9.1,,8,11.2,5등급
Mercedes-Benz E 450 4MATIC,메르세데스-벤츠코리아(주),승용차,일반형,9.1,,8,11.2,5등급
SQ5 TFSI,폭스바겐그룹코리아 주식회사,승용차,다목적형,8.6,,7.6,10.5,5등급
718 카이맨 GTS 4.0,포르쉐코리아 주식회사,승용차,일반형,8.4,,7.5,9.7,5등급
718 박스터 GTS 4.0,포르쉐코리아 주식회사,승용차,일반형,8.4,,7.5,9.7,5등급
RS 7,폭스바겐그룹코리아 주식회사,승용차,일반형,7.4,,6.2,9.5,5등급
Mercedes-AMG GT-R,메르세데스-벤츠코리아(주),승용차,일반형,7,,6.2,8.3,5등급
Mercedes-AMG A45 4MATIC,메르세데스-벤츠코리아(주),승용차,일반형,9,,7.8,10.9,5등급
RS 5 Sportback,폭스바겐그룹코리아 주식회사,승용차,일반형,8.6,,7.4,10.7,5등급
RS 6 Avant,폭스바겐그룹코리아 주식회사,승용차,일반형,7,,6.1,8.6,5등급
Mercedes-AMG C63 S Coupe,메르세데스-벤츠코리아(주),승용차,일반형,8.3,,7.2,10.1,5등급
Mercedes-AMG GT63 S 4MATIC+,메르세데스-벤츠코리아(주),승용차,일반형,7.2,,6.4,8.5,5등급
Mercedes-AMG GT63 S 4MATIC+ (5 seater),메르세데스-벤츠코리아(주),승용차,일반형,7.2,,6.4,8.5,5등급
BMW M4 Competition,BMW코리아㈜,승용차,일반형,8.3,,7.3,10.2,5등급
BMW M3 Competition,BMW코리아㈜,승용차,일반형,8.3,,7.3,10,5등급
모하비 3.0 디젤 4WD 6인 20인치타이어 (21),기아 주식회사,승용차,다목적형,9.2,,8.2,10.8,5등급
모하비 3.0 디젤 4WD 5인 20인치타이어 (21),기아 주식회사,승용차,다목적형,9.3,,8.3,10.8,5등급
모하비 3.0 디젤 4WD 7인 20인치타이어 (21),기아 주식회사,승용차,다목적형,9.2,,8.2,10.8,5등급
모하비 3.0 디젤 4WD 7인 18인치타이어 (21),기아 주식회사,승용차,다목적형,9.3,,8.2,11,5등급
Ranger Raptor,포드세일즈서비스코리아(유),화물차,화물,8.9,,8.4,9.5,5등급
Mercedes-Benz GLC300 4MATIC,메르세데스-벤츠코리아(주),승용차,다목적형,9.2,,8.5,10.3,5등급
Mercedes-AMG G63,메르세데스-벤츠코리아(주),승용차,다목적형,5.7,,5.4,6.3,5등급
Mercedes-Benz GLC300 4MATIC Coupe,메르세데스-벤츠코리아(주),승용차,다목적형,9.2,,8.5,10.3,5등급
Flying Spur V8,폭스바겐그룹코리아 주식회사,승용차,일반형,6.8,,5.9,8.3,5등급
Mercedes-AMG G63(Standard),메르세데스-벤츠코리아(주),승용차,다목적형,5.7,,5.4,6.3,5등급
RS Q8,폭스바겐그룹코리아 주식회사,승용차,다목적형,6.6,,5.8,8.2,5등급
플러스(PLUS),(주) 한신자동차,화물차,일반형,2.5,194,2.5,2.6,5등급
마세라티 기블리 트로페오,스텔란티스코리아 주식회사,승용차,일반형,6.5,,5.6,8.2,5등급
SQ5 Sportback TFSI,폭스바겐그룹코리아 주식회사,승용차,다목적형,8.9,,7.8,10.7,5등급
렉서스 LS500 AWD,한국토요타자동차㈜,승용차,일반형,7.9,,6.5,10.7,5등급
Explorer 3.0,포드세일즈서비스코리아(유),승용차,다목적형,8.3,,7.2,10.2,5등급
K8 3.5 LPI 18인치,기아 주식회사,승용차,일반형,7.7,,6.6,9.6,5등급
K8 3.5 LPI 17인치,기아 주식회사,승용차,일반형,8,,6.8,10,5등급
Mercedes-AMG C43 4MATIC Coupe,메르세데스-벤츠코리아(주),승용차,일반형,8.6,,7.6,10.3,5등급
캐딜락 Escalade,지엠아시아퍼시픽지역본부 주식회사,승용차,다목적형,6.5,,5.8,7.8,5등급
ODYSSEY,혼다코리아(주),승용차,일반형,9,,7.7,11.2,5등급
렉서스 LC500 Convertible,한국토요타자동차㈜,승용차,일반형,7.5,,6.1,10.5,5등급
페라리 Portofino M,(주) 에프엠케이,승용차,일반형,7.6,,6.5,9.8,5등급
K8 3.5 GDI AWD 19인치,기아 주식회사,승용차,일반형,9.3,,7.9,12,5등급
"Mercedes-Benz G400 d	",메르세데스-벤츠코리아(주),승용차,다목적형,8.4,,8.2,8.7,5등급
"Mercedes-AMG GLA45 4MATIC	",메르세데스-벤츠코리아(주),승용차,다목적형,8.6,,7.8,10,5등급
레인지로버 벨라 P250,(주)재규어랜드로버코리아,승용차,다목적형,8.6,,8,9.5,5등급
"Mercedes-AMG GLE53 4MATIC+	",메르세데스-벤츠코리아(주),승용차,다목적형,8.3,,7.7,9,5등급
"Mercedes-Benz GLE450 4MATIC (5 Seater)	",메르세데스-벤츠코리아(주),승용차,다목적형,8.3,,7.7,9,5등급
Mercedes-Benz GLE450 4MATIC,메르세데스-벤츠코리아(주),승용차,다목적형,8.3,,7.7,9,5등급
Mercedes-AMG GLE53 4MATIC+ Coupe,메르세데스-벤츠코리아(주),승용차,다목적형,8.3,,7.7,9,5등급
"Mercedes-AMG GT43 4MATIC+	",메르세데스-벤츠코리아(주),승용차,일반형,8.6,,7.9,9.5,5등급
Bentayga V8,폭스바겐그룹코리아 주식회사,승용차,다목적형,6.7,,6,7.8,5등급
Lincoln Navigator 3.5,포드세일즈서비스코리아(유),승용차,다목적형,7.2,,6.4,8.6,5등급
Expedition 3.5,포드세일즈서비스코리아(유),승용차,다목적형,7.4,,6.6,8.8,5등급
"Mercedes-Benz S580 4MATIC	",메르세데스-벤츠코리아(주),승용차,일반형,7.9,,6.8,9.9,5등급
Mercedes-Maybach GLS600,메르세데스-벤츠코리아(주),승용차,다목적형,6.6,,6,7.7,5등급
BMW M5 CS,BMW코리아㈜,승용차,일반형,7.7,,6.8,9.2,5등급
Mercedes-Benz GLS580 4MATIC,메르세데스-벤츠코리아(주),승용차,다목적형,6.6,,6,7.7,5등급
Mercedes-Maybach GLS600 (4 Seater),메르세데스-벤츠코리아(주),승용차,다목적형,6.6,,6,7.7,5등급
Bentayga V8,폭스바겐그룹코리아 주식회사,승용차,다목적형,6.7,,6,7.8,5등급
e-tron Sportback 55 quattro,폭스바겐그룹코리아 주식회사,승용차,다목적형,3.1,304,3.1,3.2,5등급
디스커버리 P360,(주)재규어랜드로버코리아,승용차,다목적형,7.5,,6.8,8.5,5등급
스타리아 3.5LPI 2WD 11인 18인치 (빌트인캠),현대자동차㈜,승합차,일반형,6.7,,6,7.8,5등급
스타리아 3.5LPI 2WD 9인 17인치 (빌트인캠),현대자동차㈜,승용차,기타형,6.7,,5.9,7.9,5등급
스타리아 3.5LPI 2WD 9인 17인치,현대자동차㈜,승용차,기타형,6.7,,6,8,5등급
스타리아 라운지 3.5LPI 2WD 7인 18인치,현대자동차㈜,승용차,기타형,6.7,,6,7.7,5등급
스타리아 라운지 3.5LPI 2WD 7인 18인치 (빌트인캠),현대자동차㈜,승용차,기타형,6.6,,5.9,7.7,5등급
스타리아 라운지 3.5LPI 2WD 9인 18인치 (빌트인캠),현대자동차㈜,승용차,기타형,6.5,,5.8,7.7,5등급
스타리아 3.5LPI 5밴 8AT,현대자동차㈜,화물차,밴형,7,,6.2,8.2,5등급
스타리아 3.5LPI 5밴 8AT (빌트인캠),현대자동차㈜,화물차,밴형,6.9,,6.1,8.2,5등급
"Mercedes-Maybach S580 4MATIC	",메르세데스-벤츠코리아(주),승용차,일반형,7.9,,6.8,9.9,5등급
스타리아 3.5LPI 3밴 8AT,현대자동차㈜,화물차,밴형,7,,6.2,8.2,5등급
스타리아 3.5LPI 3밴 8AT (빌트인캠),현대자동차㈜,화물차,밴형,6.9,,6.1,8.2,5등급
스타리아 3.5LPI 2WD 11인 17인치,현대자동차㈜,승합차,일반형,6.7,,6,7.8,5등급
스타리아 3.5LPI 2WD 11인 17인치 (빌트인캠),현대자동차㈜,승합차,일반형,6.7,,6,7.8,5등급
스타리아 3.5LPI 2WD 11인 18인치,현대자동차㈜,승합차,일반형,6.7,,6,7.8,5등급
스타리아 3.5LPI 2WD 9인 18인치,현대자동차㈜,승용차,기타형,6.7,,6,7.7,5등급
스타리아 3.5LPI 2WD 9인 18인치 (빌트인캠),현대자동차㈜,승용차,기타형,6.6,,5.9,7.7,5등급
스타리아 라운지 3.5LPI 2WD 9인 18인치,현대자동차㈜,승용차,기타형,6.5,,5.8,7.7,5등급
Mercedes-Maybach S580 4MATIC (4 Seater),메르세데스-벤츠코리아(주),승용차,일반형,7.9,,6.8,9.9,5등급
K9 PE 3.3GDI 2WD 18인치,기아 주식회사,승용차,일반형,9.1,,7.9,11.2,5등급
K9 PE 3.3GDI 2WD 19인치,기아 주식회사,승용차,일반형,8.7,,7.6,10.6,5등급
K9 PE 3.3GDI AWD 18인치,기아 주식회사,승용차,일반형,8.5,,7.5,10.1,5등급
K9 PE 3.3GDI AWD 19인치,기아 주식회사,승용차,일반형,8.4,,7.3,10.1,5등급
K9 PE 3.3T-GDI 2WD 19인치,기아 주식회사,승용차,일반형,8.7,,7.4,10.9,5등급
K9 PE 3.3T-GDI AWD 19인치,기아 주식회사,승용차,일반형,8.1,,7,10.1,5등급
Expedition 3.5 (8인승),포드세일즈서비스코리아(유),승용차,다목적형,7.4,,6.6,8.8,5등급
Lincoln Navigator 3.5 (8인승),포드세일즈서비스코리아(유),승용차,다목적형,7.2,,6.4,8.6,5등급
캐딜락 Escalade(8인승),지엠아시아퍼시픽지역본부 주식회사,승용차,다목적형,6.5,,5.8,7.8,5등급
K9 PE 3.8GDI 2WD 18인치(빌트인캠),기아 주식회사,승용차,일반형,8.8,,7.6,10.8,5등급
K9 PE 3.8GDI 2WD 19인치(빌트인캠),기아 주식회사,승용차,일반형,8.6,,7.5,10.5,5등급
K9 PE 3.8GDI AWD 18인치(빌트인캠),기아 주식회사,승용차,일반형,8.2,,7,10.3,5등급
K9 PE 3.8GDI AWD 19인치(빌트인캠),기아 주식회사,승용차,일반형,8.2,,7.2,10,5등급
K9 PE 3.8GDI 2WD 18인치,기아 주식회사,승용차,일반형,9,,7.8,11,5등급
K9 PE 3.8GDI 2WD 19인치,기아 주식회사,승용차,일반형,8.8,,7.6,10.7,5등급
K9 PE 3.8GDI AWD 18인치,기아 주식회사,승용차,일반형,8.4,,7.3,10.3,5등급
K9 PE 3.8GDI AWD 19인치,기아 주식회사,승용차,일반형,8.3,,7.3,10.1,5등급
K9 PE 3.3GDI 2WD 18인치(빌트인캠),기아 주식회사,승용차,일반형,9,,7.8,11,5등급
K9 PE 3.3GDI 2WD 19인치(빌트인캠),기아 주식회사,승용차,일반형,8.6,,7.5,10.4,5등급
K9 PE 3.3GDI AWD 18인치(빌트인캠),기아 주식회사,승용차,일반형,8.4,,7.4,10,5등급
K9 PE 3.3GDI AWD 19인치(빌트인캠),기아 주식회사,승용차,일반형,8.3,,7.1,10.3,5등급
K9 PE 3.3T-GDI 2WD 19인치(빌트인캠),기아 주식회사,승용차,일반형,8.6,,7.4,10.6,5등급
K9 PE 3.3T-GDI AWD 19인치(빌트인캠),기아 주식회사,승용차,일반형,8,,6.8,10,5등급
플러스2.0(카고),(주) 한신자동차,화물차,일반형,2.5,165,2.7,2.2,5등급
짚 그랜드 체로키 L,스텔란티스코리아 주식회사,승용차,다목적형,7.7,,6.7,9.4,5등급
짚 그랜드 체로키 L,스텔란티스코리아 주식회사,승용차,다목적형,7.7,,6.7,9.4,5등급
레인지로버 벨라 P400,(주)재규어랜드로버코리아,승용차,다목적형,8.9,,8,10.4,5등급
G80 3.5T-GDI AWD 20인치 (SP 다이내믹),현대자동차㈜,승용차,일반형,8.3,,7.2,10.2,5등급
G80 3.5T-GDI AWD 20인치 (SP),현대자동차㈜,승용차,일반형,8.3,,7.2,10.2,5등급
G80 3.5T-GDI AWD 20인치 (22MY),현대자동차㈜,승용차,일반형,8.3,,7.2,10.2,5등급
G80 3.5T-GDI 2WD 20인치 (SP 다이내믹),현대자동차㈜,승용차,일반형,8.8,,7.6,11.1,5등급
G80 3.5T-GDI 2WD 20인치 (SP),현대자동차㈜,승용차,일반형,8.9,,7.8,10.7,5등급
G80 3.5T-GDI 2WD 20인치 (22MY),현대자동차㈜,승용차,일반형,9,,7.8,11.2,5등급
Huracan STO,폭스바겐그룹코리아 주식회사,승용차,일반형,6.3,,5.6,7.4,5등급
마세라티 콰트로포르테 트로페오,스텔란티스코리아 주식회사,승용차,일반형,6,,5.5,6.8,5등급
디펜더 110 P400,(주)재규어랜드로버코리아,승용차,다목적형,6.9,,6.2,7.9,5등급
Q7 55 TFSI quattro,폭스바겐그룹코리아 주식회사,승용차,다목적형,8.4,,7.5,10,5등급
Mercedes-AMG GLE63 S 4MATIC + Coupe,메르세데스-벤츠코리아(주),승용차,다목적형,6.7,,6.1,7.6,5등급
카니발(22MY) 3.5GDI 하이리무진 7인승 19인치,기아 주식회사,승용차,기타형,8.4,,7.4,10,5등급
카니발(22MY) 3.5GDI 11인 18인치타이어(빌트인캠),기아 주식회사,승합차,일반형,9.1,,8,10.9,5등급
카니발(22MY) 3.5GDI 11인 18인치타이어,기아 주식회사,승합차,일반형,9.1,,8,11,5등급
카니발(22MY) 3.5GDI 9인 18인치/19인치,기아 주식회사,승용차,기타형,9.1,,8,11,5등급
카니발(22MY) 3.5GDI 7인 19인치타이어(빌트인캠),기아 주식회사,승용차,기타형,8.9,,7.8,10.8,5등급
카니발(22MY) 3.5GDI 7인 19인치타이어,기아 주식회사,승용차,기타형,8.9,,7.8,10.8,5등급
카니발(22MY) 3.5GDI 9인 18인치/19인치(빌트인캠),기아 주식회사,승용차,기타형,9.1,,8,10.9,5등급
BMW M4 Competition Convertible M xDrive,BMW코리아㈜,승용차,일반형,8.3,,7.2,10.2,5등급
BMW M4 Competition M xDrive,BMW코리아㈜,승용차,일반형,8.3,,7.3,10.1,5등급
BMW M3 Competition M xDrive,BMW코리아㈜,승용차,일반형,8.3,,7.3,10,5등급
Q8 55 TFSI quattro,폭스바겐그룹코리아 주식회사,승용차,다목적형,8.5,,7.5,10,5등급
타이칸 크로스 투리스모 터보,포르쉐코리아 주식회사,승용차,일반형,2.8,274,2.8,2.7,5등급
타이칸 크로스 투리스모 터보 (5인승),포르쉐코리아 주식회사,승용차,일반형,2.8,274,2.8,2.7,5등급
Rolls Royce Ghost Black Badge,BMW코리아㈜,승용차,일반형,5.6,,4.6,7.4,5등급
플러스2.0(카고),(주) 한신자동차,화물차,일반형,2.5,169,2.7,2.3,5등급
e-tron 55 quattro,폭스바겐그룹코리아 주식회사,승용차,다목적형,3,291,3,3,5등급
GV80(22MY) 2.5T-GDI AWD 5인 20인치타이어,현대자동차㈜,승용차,다목적형,8.6,,7.8,9.8,5등급
GV80(22MY) 2.5T-GDI AWD 5인 22인치타이어,현대자동차㈜,승용차,다목적형,8.6,,7.8,9.8,5등급
GV80(22MY) 2.5T-GDI AWD 5인 19인치타이어(빌트인캠),현대자동차㈜,승용차,다목적형,8.8,,7.9,10,5등급
GV80(22MY) 2.5T-GDI AWD 6인 19인치타이어(빌트인캠),현대자동차㈜,승용차,다목적형,8.8,,7.9,10,5등급
GV80(22MY) 2.5T-GDI AWD 7인 19인치타이어(빌트인캠),현대자동차㈜,승용차,다목적형,8.8,,7.9,10,5등급
GV80(22MY) 2.5T-GDI AWD 5인 19인치타이어,현대자동차㈜,승용차,다목적형,9,,8,10.4,5등급
GV80(22MY) 2.5T-GDI AWD 6인 19인치타이어,현대자동차㈜,승용차,다목적형,9,,8,10.4,5등급
GV80(22MY) 2.5T-GDI AWD 7인 19인치타이어,현대자동차㈜,승용차,다목적형,9,,8,10.4,5등급
GV80(22MY) 2.5T-GDI AWD 6인 20인치타이어,현대자동차㈜,승용차,다목적형,8.5,,7.6,9.8,5등급
GV80(22MY) 2.5T-GDI AWD 6인 22인치타이어,현대자동차㈜,승용차,다목적형,8.5,,7.6,9.8,5등급
GV80(22MY) 2.5T-GDI AWD 7인 20인치타이어,현대자동차㈜,승용차,다목적형,8.5,,7.6,9.8,5등급
GV80(22MY) 2.5T-GDI AWD 7인 22인치타이어,현대자동차㈜,승용차,다목적형,8.5,,7.6,9.8,5등급
GV80(22MY) 2.5T-GDI 2WD 6인 19인치타이어,현대자동차㈜,승용차,다목적형,9.3,,8.4,10.7,5등급
GV80(22MY) 2.5T-GDI 2WD 7인 19인치타이어,현대자동차㈜,승용차,다목적형,9.3,,8.4,10.7,5등급
GV80(22MY) 2.5T-GDI 2WD 5인 20인치타이어,현대자동차㈜,승용차,다목적형,9.1,,8.2,10.4,5등급
GV80(22MY) 2.5T-GDI 2WD 5인 22인치타이어,현대자동차㈜,승용차,다목적형,9.1,,8.2,10.4,5등급
GV80(22MY) 2.5T-GDI 2WD 6인 20인치타이어,현대자동차㈜,승용차,다목적형,9.1,,8.2,10.4,5등급
GV80(22MY) 2.5T-GDI 2WD 6인 22인치타이어,현대자동차㈜,승용차,다목적형,9.1,,8.2,10.4,5등급
GV80(22MY) 2.5T-GDI 2WD 7인 20인치타이어,현대자동차㈜,승용차,다목적형,9.1,,8.2,10.4,5등급
GV80(22MY) 2.5T-GDI 2WD 7인 22인치타이어,현대자동차㈜,승용차,다목적형,9.1,,8.2,10.4,5등급
GV80(22MY) 3.5T-GDI AWD 5인 20인치타이어(빌트인캠),현대자동차㈜,승용차,다목적형,7.8,,6.9,9.1,5등급
GV80(22MY) 3.5T-GDI 2WD 6인 20인치타이어,현대자동차㈜,승용차,다목적형,8.4,,7.4,9.9,5등급
GV80(22MY) 3.5T-GDI 2WD 7인 20인치타이어,현대자동차㈜,승용차,다목적형,8.4,,7.4,9.9,5등급
GV80(22MY) 3.5T-GDI 2WD 5인 22인치타이어,현대자동차㈜,승용차,다목적형,8.4,,7.4,9.9,5등급
GV80(22MY) 3.5T-GDI 2WD 6인 22인치타이어,현대자동차㈜,승용차,다목적형,8.2,,7.3,9.6,5등급
GV80(22MY) 3.5T-GDI 2WD 7인 22인치타이어,현대자동차㈜,승용차,다목적형,8.2,,7.3,9.6,5등급
BMW X3 M40i,BMW코리아㈜,승용차,다목적형,9.2,,8.1,10.9,5등급
GV80(22MY) 3.5T-GDI AWD 5인 22인치타이어,현대자동차㈜,승용차,다목적형,7.8,,6.9,9.1,5등급
GV80(22MY) 3.5T-GDI AWD 6인 20인치타이어,현대자동차㈜,승용차,다목적형,7.8,,6.9,9.1,5등급
GV80(22MY) 3.5T-GDI AWD 6인 22인치타이어,현대자동차㈜,승용차,다목적형,7.8,,6.9,9.1,5등급
GV80(22MY) 3.5T-GDI AWD 7인 20인치타이어,현대자동차㈜,승용차,다목적형,7.8,,6.9,9.1,5등급
GV80(22MY) 3.5T-GDI AWD 7인 22인치타이어,현대자동차㈜,승용차,다목적형,7.8,,6.9,9.1,5등급
GV80(22MY) 3.5T-GDI AWD 5인 20인치타이어,현대자동차㈜,승용차,다목적형,8,,7.1,9.3,5등급
GV80(22MY) 3.5T-GDI 2WD 5인 20인치타이어,현대자동차㈜,승용차,다목적형,8.6,,7.7,10.1,5등급
GV80(22MY) 3.5T-GDI 2WD 5인 20인치타이어(빌트인캠),현대자동차㈜,승용차,다목적형,8.4,,7.4,9.9,5등급
"Mercedes-Maybach S580 4MATIC	",메르세데스-벤츠코리아(주),승용차,일반형,7.3,,6.3,9.1,5등급
BMW X3 M Competition,BMW코리아㈜,승용차,다목적형,7.7,,6.9,8.9,5등급
BMW X4 M40i,BMW코리아㈜,승용차,다목적형,8.5,,7.6,10.1,5등급
Mercedes-Benz S580 4MATIC,메르세데스-벤츠코리아(주),승용차,일반형,7.5,,6.5,9.4,5등급
Mercedes-Benz GLC300 4MATIC,메르세데스-벤츠코리아(주),승용차,다목적형,8.5,,7.7,9.7,5등급
마세라티 MC20,스텔란티스코리아 주식회사,승용차,일반형,7,,5.9,9.1,5등급
Mercedes-Maybach S580 4MATIC (4Seater),메르세데스-벤츠코리아(주),승용차,일반형,7.3,,6.3,9.1,5등급
Rolls Royce Ghost Black Badge,BMW코리아㈜,승용차,일반형,5.6,,4.6,7.4,5등급
BMW X4 M Competition,BMW코리아㈜,승용차,다목적형,7.8,,6.8,9.3,5등급
911 카레라 4 GTS,포르쉐코리아 주식회사,승용차,일반형,7.9,,7,9.4,5등급
911 카레라 4 GTS 카브리올레,포르쉐코리아 주식회사,승용차,일반형,7.9,,7,9.4,5등급
"Mercedes-AMG GT43 4MATIC + 	",메르세데스-벤츠코리아(주),승용차,일반형,8.1,,7.5,9.1,5등급
Mercedes-Benz GLC300 4MATIC Coupe,메르세데스-벤츠코리아(주),승용차,다목적형,9.2,,8.4,10.5,5등급
스타리아 어린이통학차 3.5LPI 15인,현대자동차㈜,승합차,일반형,6.3,,5.7,7.2,5등급
스타리아 어린이통학차 3.5LPI 11인,현대자동차㈜,승합차,일반형,6.3,,5.7,7.2,5등급
e-tron S Sportback,폭스바겐그룹코리아 주식회사,승용차,다목적형,2.7,264,2.6,2.8,5등급
e-tron S,폭스바겐그룹코리아 주식회사,승용차,다목적형,2.7,268,2.7,2.8,5등급
페라리 812 Competizione,(주) 에프엠케이,승용차,일반형,5.6,,5,6.5,5등급
마세라티 기블리 GT,스텔란티스코리아 주식회사,승용차,일반형,8.9,,8,10.3,5등급
포터 일렉트릭 22MY,현대자동차㈜,화물차,일반형,3.1,211,3.6,2.7,5등급
Mercedes-AMG GLB35 4MATIC,메르세데스-벤츠코리아(주),승용차,다목적형,9,,8.1,10.4,5등급
스타리아 어린이통학차 2.2디젤 4WD 11인 (18인치),현대자동차㈜,승합차,일반형,9.3,,8.7,10.3,5등급
Mercedes-Benz EQC400 4MATIC,메르세데스-벤츠코리아(주),승용차,다목적형,3.1,285,3.2,3,5등급
